residue,drugbank_id,associated_mbss
GOL,DB09462,"[512, 520, 1327, 1730, 1731, 1732, 1780, 1782, 1921, 2314, 2315, 2316, 2317, 2461, 2462, 2463, 2464, 2486, 2487, 2493, 2494, 3407, 3409, 3411, 3413, 3420, 3422, 3424, 3426, 3962, 3964, 3990, 3992, 4019, 4021, 4643, 4645, 4661, 4663, 4767, 4768, 4769, 4770, 4785, 4786, 4787, 4788, 4987, 5002, 6210, 6211, 6216, 6230, 6231, 6561, 6574, 6575, 8274, 8300, 8391, 8675, 8677, 9328, 10717, 10828, 11047, 11205, 12105, 12106, 12315, 12316, 13550, 13574, 13575, 14048, 14057, 14567, 14917, 15362, 15363, 15366, 15367, 16657, 16951, 17589, 19702, 19707, 20023, 20025, 22440, 22441, 22443, 22444, 22446, 22447, 22449, 22450, 22452, 22453, 22455, 22456, 22458, 22459, 22461, 22462, 22464, 22465, 22467, 22468, 22470, 22471, 22473, 22474, 23518, 23519, 23568, 23569, 23570, 23571, 23695, 23696, 23697, 23698, 23699, 23700, 23701, 23702, 23703, 23704, 23705, 23706, 23812, 23813, 24646, 25700, 25701, 25702, 25703, 25704, 25705, 26516, 27065, 27066, 27085, 27086, 28176, 28178, 28206, 28208, 28240, 28241, 28242, 28243, 28257, 28258, 28317, 28318, 28319, 28320, 28321, 28322, 28709, 28710, 28717, 28718, 28754, 30002, 30004, 30700, 32483, 33498, 33507, 33516, 33525, 33534, 33543, 33552, 33561, 33570, 33579, 33588, 33597, 33606, 33615, 33624, 33633, 33642, 33651, 33660, 33669, 33678, 33687, 33696, 33705, 37413, 38622, 38623, 38624, 38625, 39117, 39159, 39200, 39201, 39202, 39203, 39751, 39753, 44415, 44416, 44417, 44418, 44419, 44420, 44421, 44422, 44441, 44442, 44443, 44444, 44445, 44446, 44447, 44448, 44517, 44518, 44545, 44546, 44888, 44918, 44919, 45496, 45497, 45498, 45499, 45556, 45583, 48990, 48991, 48992, 48993, 54782, 55462, 56148, 56157, 56166, 56194, 56759, 58366, 60473, 60474, 60475, 61380, 62840, 62873, 63102, 63376, 63670, 63671, 66145, 66146, 69599, 69611, 69812, 69829, 69832, 69833, 69928, 69929, 69930, 69931, 69932, 70205, 70206, 70754, 70758, 71764, 71765, 72558, 72638, 72671, 72672, 72799, 73110, 73132, 73138, 73444, 73445, 73453, 73454, 73500, 73501, 73502, 73503, 73513, 73514, 73515, 73516, 73645, 73663, 73665, 74013, 74053, 74054, 74391, 74939, 75231, 75235, 75625, 75890, 75997, 76011, 76072, 76252, 76261, 76265, 76295, 76296, 76788, 76792, 76793, 76801, 76802, 76807, 76851, 77294, 77295, 77296, 77297, 78500, 78501, 78971, 79069, 79071, 79087, 79528, 79529, 79530, 79531, 79532, 79533, 80334, 80923, 80925, 80927, 80929, 80990, 80991, 80992, 80993, 81059, 81060, 81061, 81062, 81702, 81901, 81902, 82001, 82015, 82020, 82040, 82041, 82050, 82351, 82353, 82355, 82357, 82359, 82361, 83360, 83386, 83467, 83468, 83469, 83470, 83520, 83526, 83527, 83528, 83529, 83540, 83564, 83985, 83997, 83998, 86335, 86341, 86347, 86351, 86373, 86374, 86392, 86393, 86581, 86866, 86869, 86984, 86987, 86988, 86991, 87030, 87474, 87475, 87492, 87493, 88839, 88978, 88979, 88998, 88999, 89200, 89822, 89825, 89826, 89828, 90072, 90073, 90100, 90500, 90505, 90509, 90510, 90575, 90650, 91274, 91275, 91276, 91277, 91278, 91279, 91280, 91281, 91294, 91295, 91296, 91297, 91298, 91299, 91300, 91301, 91906, 91911, 91934, 91937, 92159, 92160, 92161, 92162, 92210, 92211, 92212, 92233, 92234, 92235, 92236, 92237, 92238, 92239, 92240, 92274, 92275, 92276, 92277, 92379, 92380, 92381, 92382, 92541, 92542, 92543, 92565, 92587, 92633, 92634, 92637, 92639, 92641, 92643, 92864, 93734, 93736, 93742, 93749, 93805, 93806, 93819, 93820, 94188, 94351, 94372, 94373, 94768, 95239, 95240, 95728, 95729, 95907, 95908, 95909, 95910, 96314, 96319, 96320, 96337, 96684, 96687, 96767, 96769, 96770, 96772, 97447, 97448, 98420, 98699, 98918, 98922, 98927, 98948, 98949, 98984, 98996, 98998, 99012, 99013, 99903, 99948, 99952, 99956, 99991, 100597, 100861, 100862, 100926, 101234, 101235, 101521, 101528, 101535, 101576, 101622, 101623, 101626, 101627, 101628, 101655, 101691, 101692, 101699, 104858, 104859, 104871, 104873, 104875, 104877, 104879, 104881, 104883, 104885, 104919, 104921, 104942, 104943, 105599, 106068, 106777, 106779, 107449, 107450, 107452, 107453, 107455, 107995, 107996, 107997, 107998, 107999, 108000, 108001, 108002, 108704, 108705, 108706, 110473, 110490, 110516, 110793, 110794, 111058, 111254, 111255, 111264, 111265, 111273, 111277, 112132, 112333, 112394, 112450, 112792, 112891, 114350, 114400, 114411, 114525, 114526, 114527, 114528, 114529, 114530, 114531, 114532, 114533, 114534, 114535, 114536, 115524, 115526, 115529, 115543, 115583, 115728, 115765, 115767, 115770, 115771, 115895, 115907, 115915, 115919, 115942, 115943, 115944, 115945, 116649, 116660, 116813, 116815, 116834, 116836, 116850, 116852, 116966, 116968, 116970, 116972, 116974, 116976, 116993, 117004, 117011, 117012, 117013, 117022, 117026, 117067, 117418, 117420, 117588, 117590, 117592, 117596, 117687, 117688, 117690, 119002, 119029, 119038, 119093, 119094, 119287, 119330, 119541, 119556, 119878, 119946, 120429, 120439, 120526, 120529, 120541, 120614, 120723, 120727, 120735, 120739, 120777, 120790, 120808, 120914, 120916, 121247, 121253, 121698, 121922, 121923, 121988, 122138, 122139, 122251, 122400, 122401, 123510, 123547, 123551, 123567, 123572, 123618, 123750, 123759, 123777, 123813, 123816, 123854, 124179, 124180, 124208, 124209, 124242, 124313, 124329, 124388, 124409, 124443, 124444, 124504, 124743, 124744, 124747, 124748, 124793, 124833, 124834, 124911, 124924, 125105, 125265, 125273, 125365, 125366, 125367, 125368, 125370, 125371, 125372, 125373, 125616, 125618, 125689, 125691, 126157, 126177, 126193, 126201, 126202, 126206, 126207, 126208, 126235, 126956, 126970, 126971, 126972, 126973, 126974, 126975, 127308, 127309, 127310, 127311, 127312, 127313, 127336, 127337, 127356, 127426, 127429, 127539, 127540, 127571, 127857, 127860, 128075, 128122, 128134, 128342, 128343, 128768, 128769, 128777, 128778, 128891, 128892, 128977, 128986, 129047, 129069, 129245, 129248, 129448, 129523, 129887, 129975, 130100, 130146, 130533, 130795, 131256, 131258, 131314, 131315, 131364, 131370, 131403, 131404, 131431, 131555, 131874, 132208, 132209, 132214, 132227, 132284, 132331, 132336, 132420, 132421, 132422, 132423, 132468, 132469, 132645, 132875, 132877, 132879, 132881, 132883, 132885, 132887, 132889, 132891, 132893, 132895, 132897, 132899, 132901, 132903, 132905, 133007, 133009, 133011, 133013, 133015, 133017, 133019, 133021, 133043, 133045, 133073, 133075, 133092, 133114, 133121, 133188, 133204, 133206, 133214, 133391, 133406, 133491, 134068, 134086, 134125, 134212, 134418, 134419, 134424, 134497, 134501, 134502, 134507, 134508, 134509, 134510, 134511, 134513, 134722, 134808, 134951, 135043, 135045, 135046, 135052, 135064, 135436, 135439]"
GOX,DB02376,[119883]
GP1,DB03111,"[77429, 96863]"
GPP,DB02552,"[78147, 93821, 93830, 93831]"
GPX,DB02836,[79757]
GS1,DB03859,[39237]
GSB,DB03602,"[103447, 103448, 103450, 103451]"
GSH,DB00143,"[7163, 28802, 28803, 30150, 30186, 30188, 38294, 38295, 50684, 50692, 50696, 50700, 54812, 54819, 54836, 54980, 54981, 54982, 54983, 54984, 55377, 55898, 55899, 67646, 67647, 67707, 67708, 107183, 107184, 110114, 110115, 110139, 110140, 120234, 120243, 132033, 132037]"
GSP,DB01864,[80915]
GST,DB04702,[91676]
GTP,DB04137,"[5851, 6034, 6035, 6053, 6054, 17466, 17467, 17475, 17476, 60653, 61887, 61890, 78028, 78029, 78030, 78031, 78032, 78033, 78034, 78035, 78166, 78167, 78168, 78169, 78170, 78171, 79665, 79666, 80239, 80240, 80241, 80242, 80243, 80244, 80245, 80246, 81054, 81186, 81543, 81544, 82467, 82468, 82485, 82486, 82487, 82512, 82513, 82521, 82522, 82550, 82551, 82552, 82553, 82554, 82561, 82562, 82608, 82609, 82610, 82611, 83295, 83296, 83303, 83304, 83342, 83343, 84960, 84961, 84962, 85272, 85273, 85284, 85285, 85302, 85303, 85304, 85305, 85316, 85317, 85323, 85324, 86594, 86595, 86662, 86663, 87586, 87588, 88356, 88357, 88359, 88360, 88363, 88364, 88370, 88371, 88372, 88373, 89539, 89540, 89542, 89543, 90018, 90019, 91542, 91543, 92134, 92135, 92136, 92137, 92842, 92844, 93585, 93586, 93587, 93588, 93599, 93600, 93601, 93602, 93639, 93657, 93658, 93987, 93988, 94014, 94015, 94160, 94161, 94162, 94163, 94164, 94165, 94289, 94290, 101178, 101179, 101189, 101190]"
GUA,DB03553,"[49470, 49471, 49472, 49473, 49478, 49479, 49480, 49481]"
GUL,DB03008,[107320]
GUN,DB02377,"[22867, 22868, 55420, 55421, 115908, 115909]"
GVR,DB07861,"[117364, 117366, 117368, 131386]"
H2B,DB02562,[21407]
H4B,DB00360,"[43609, 43610, 43615, 43616, 43966, 43967, 43969, 43970, 71545]"
HA3,DB07879,[117470]
HAE,DB00551,"[32405, 32406, 32408, 32409, 32410, 32412, 32413, 32414, 32416, 32423, 32424, 32425, 32426, 32427, 32428, 32443, 32444, 32445, 32446, 32447, 32448, 32449, 32450, 32451, 32452, 32453, 32454, 32455, 32456, 32458, 32459, 32460, 32461, 32462, 32463, 32464, 32465, 32466, 32467, 32468, 32469, 96245, 96246, 96247, 96248, 96249, 96250, 96391, 96392, 96393, 96394, 96395, 96396, 96397, 96398, 96399, 96400, 96401, 96402, 96403, 96404, 96405, 96406, 96407, 96408, 96409, 96410, 96411, 96412, 96413, 96414, 98398, 98399, 98400, 98401, 98402, 98403, 98876, 98877, 98950, 98951, 98952, 98953, 98954, 98955, 102012, 106535, 106553, 106595, 106614, 106629, 108638, 108640, 108642, 108644, 108646, 108648, 108656, 108658, 108660, 108662, 108664, 108666, 109995, 114431, 115999, 116023, 116066, 116068, 116070, 116072, 116140, 116142, 116144, 116146, 119319, 122156, 122165, 122854, 122857, 122900, 127821, 127823, 127825, 127827]"
HAI,DB02995,"[75167, 75187]"
HAR,DB03144,"[65041, 65042, 65058, 65059, 65063, 65064, 65071, 65072, 65098, 65099, 65108, 65109, 65767, 65768, 65779, 65780, 67224, 67225, 69298, 69299, 69303, 69304, 69331, 69332, 69944, 69945, 73167, 73168, 78265, 78266, 78267, 78268, 78269, 78270, 83178, 83179, 83180, 83181, 83182, 83183, 83190, 83191, 83192, 83193, 83194, 83195, 86793, 86794, 86795, 86796, 86797, 86798, 86854, 86855, 86856, 86857, 86858, 86859, 89562, 89830, 89831, 89832, 89833]"
HAV,DB02697,"[102340, 103198]"
HBA,DB03560,[71522]
HBI,DB04400,"[20203, 20621, 20622, 20624, 20637, 23560, 23561, 23562, 23563, 29409, 29410, 29465, 29466]"
HCS,DB04422,"[28091, 28093, 28760, 28768, 28781, 28782, 71326, 108343, 109565, 119433, 119434, 119439, 119446, 119450, 119451, 132340, 132350, 132790, 132791, 132792, 132793, 134618]"
HDM,DB04009,[77220]
HDZ,DB09152,"[35568, 35569]"
HEB,DB02182,"[63852, 63856, 63857, 63873, 63874, 63875, 63876, 63883, 63892, 63893, 63894, 63895, 63896, 63897, 63899, 63900, 63901, 63903, 63904, 63905, 63907, 63908, 63909, 63910, 63911, 63912, 63913, 63914, 63915, 63918, 63919, 63920, 63921, 63925, 63930, 63931, 63989, 63990, 63991, 63992, 64012, 64013, 64014, 64015, 64030, 64031, 64032, 64033, 64056, 64057, 64058, 64059]"
HEC,DB03317,"[2778, 2780, 2782, 2784, 2786, 2788, 2996, 2998, 3000, 3002, 3004, 3006, 8560, 9578, 14226, 14227, 14228, 14245, 14246, 14247, 15074, 15075, 15076, 15814, 15815, 15816, 16006, 16007, 16008, 17129, 17130, 17131, 17132, 17143, 17144, 17145, 17146, 17276, 17277, 17278, 17279, 17622, 17623, 17624, 17625, 19837, 19838, 19887, 19888, 19942, 19943, 21000, 21001, 22217, 22218, 37444, 37445, 37446, 37752, 37753, 37754, 37755, 44977, 44978, 44979, 44980, 50538, 50539, 50540, 50541, 50546, 50547, 50548, 50549, 50554, 50555, 50556, 50557, 50600, 50601, 50602, 50603, 50610, 50611, 50612, 50613, 50631, 50632, 50633, 50634, 50657, 50658, 50659, 50660, 50738, 50739, 50740, 50741, 53439, 53440, 53569, 53570, 54514, 54515, 54516, 54517, 54518, 54519, 54520, 54696, 54697, 54698, 54699, 54700, 54701, 54704, 54705, 54706, 54707, 54708, 54709, 54718, 54719, 54720, 54721, 54722, 54723, 54876, 54954, 54955, 54956, 55343, 55344, 55357, 55358, 55365, 55366, 55430, 55431, 55438, 55439, 55675, 55676, 55677, 55678, 55679, 55680, 55681, 55682, 55685, 55686, 55687, 55688, 55689, 55690, 55691, 55692, 57149, 57150, 57151, 57152, 57788, 57789, 57795, 57796, 57802, 57803, 57817, 57818, 57824, 57825, 57831, 57832, 57850, 57851, 57857, 57858, 57876, 57877, 57937, 57938, 58127, 58128, 58135, 58136, 58170, 58171, 58172, 58173, 58395, 58396, 60051, 60052, 60053, 60054, 60055, 60056, 62996, 62997, 63916, 63917, 63923, 63924, 63926, 63928, 63929, 63933, 63934, 63935, 63936, 63937, 63938, 63939, 63940, 63941, 63942, 63943, 63944, 63947, 63948, 63949, 63950, 63954, 63955, 63956, 63957, 63958, 63959, 63960, 63961, 63962, 63963, 63964, 63965, 63966, 63967, 63968, 63969, 63970, 63971, 63973, 63974, 63975, 63976, 63977, 63978, 63979, 63980, 63981, 63982, 63983, 63985, 63995, 63996, 63997, 63998, 63999, 64000, 64001, 64002, 64004, 64005, 64006, 64007, 64008, 64009, 64010, 64011, 64016, 64017, 64018, 64019, 64020, 64021, 64022, 64023, 64024, 64025, 64026, 64027, 64028, 64029, 64034, 64035, 64037, 64038, 64039, 64040, 64041, 64042, 64043, 64044, 64048, 64053, 64054, 64060, 64061, 64062, 64063, 64064, 64065, 64066, 64067, 64068, 64069, 64070, 64071, 64073, 64078, 64079, 64080, 64081, 64082, 64083, 64084, 64085, 64086, 64087, 64088, 64089, 64090, 64091, 64092, 64093, 64094, 64095, 64096, 64097, 64098, 64099, 64100, 64101, 64102, 64103, 64104, 64105, 64106, 64107, 64108, 64109, 64110, 64111, 64112, 64113, 64114, 64115, 64116, 64117, 64118, 64119, 64120, 64121, 64122, 64123, 64124, 64125, 64126, 64127, 64128, 64129, 64130, 64131, 64132, 64133, 64134, 64135, 64136, 64137, 64138, 64139, 64140, 64141, 64142, 64143, 64144, 64145, 64146, 64147, 64148, 64149, 64150, 64151, 64152, 64153, 64155, 64156, 64157, 64158, 64159, 64160, 64161, 64162, 64163, 64164, 64165, 64166, 64167, 64168, 64169, 64170, 64171, 64172, 64173, 64174, 64175, 64176, 64177, 64178, 64179, 64180, 64181, 64182, 64183, 64184, 64185, 64186, 64187, 64188, 64189, 64190, 64191, 64192, 64193, 64194, 64195, 64196, 64197, 64198, 64199, 64200, 64201, 64202, 64203, 64204, 64205, 64206, 64207, 64208, 64209, 64210, 64211, 64212, 64213, 64214, 64215, 64216, 64217, 64218, 64219, 64220, 64221, 64222, 64223, 64224, 64226, 64227, 64228, 64229, 64230, 64231, 64232, 64233, 64234, 64235, 64236, 64237, 64238, 64239, 64240, 64241, 64242, 64243, 64244, 64245, 64246, 64247, 64248, 64249, 64250, 64251, 64252, 64253, 64254, 64255, 64256, 64257, 64258, 64259, 64260, 64261, 64262, 64263, 64264, 64265, 64266, 64267, 64268, 64269, 64270, 64271, 64272, 64273, 64274, 64275, 64276, 64277, 64278, 64279, 64280, 64281, 64282, 64283, 64284, 64285, 64286, 64287, 64288, 64289, 64290, 64291, 64292, 64293, 64294, 64295, 64296, 64297, 64298, 64299, 64300, 64301, 64302, 64303, 64304, 64305, 64306, 64307, 64308, 64309, 64310, 64311, 64312, 64313, 64314, 64315, 64316, 64317, 64318, 64319, 64320, 64321, 64322, 64323, 64324, 64325, 64326, 64327, 64328, 64329, 64330, 64331, 64332, 64333, 64334, 64335, 64336, 64337, 64338, 64339, 64340, 64341, 64342, 64343, 64344, 64345, 64346, 64347, 64348, 64349, 64350, 64351, 64352, 64353, 64354, 64355, 64356, 64357, 64358, 64359, 64360, 64361, 64362, 64363, 64364, 64365, 64366, 64367, 64368, 64369, 64370, 64371, 64372, 64373, 64374, 64375, 64376, 64377, 64378, 64379, 64380, 64381, 64382, 64383, 64384, 64385, 64386, 64387, 64388, 64389, 64390, 64391, 64392, 64393, 64394, 64395, 64396, 64397, 64398, 64399, 64400, 64401, 64402, 64403, 64404, 64405, 64406, 64407, 64408, 64409, 64410, 64411, 64412, 64413, 64414, 64415, 64416, 64417, 64418, 64419, 64420, 64421, 64422, 64423, 64424, 64425, 64426, 64427, 64428, 64429, 64430, 64431, 64432, 64433, 64434, 64435, 64436, 64437, 64438, 64439, 64440, 64441, 64442, 64443, 64444, 64445, 64446, 64447, 64448, 64449, 64450, 64451, 64452, 64453, 64454, 64455, 64456, 64457, 64458, 64459, 64460, 64461, 64462, 64463, 64464, 64465, 64466, 64467, 64468, 64469, 64479, 64480, 64481, 64482, 64483, 64484, 64485, 64486, 64487, 64488, 64489, 64490, 64492, 64494, 64506, 64547, 64548, 64549, 64550, 64551, 64552, 64553, 64554, 64555, 64556, 64557, 64558, 64559, 64560, 64561, 64562, 64563, 64564, 64565, 64566, 64567, 64568, 64569, 64570, 64571, 64572, 64573, 64574, 64575, 64576, 64577, 64578, 64579, 64580, 64581, 64582, 64583, 64584, 64585, 64586, 64587, 64588, 64589, 64590, 64591, 64592, 64593, 64594, 64688, 64689, 64694, 64695, 95749, 111402, 111404, 111523, 111558]"
